headword	text	sense1	sense2	sense3	sense4	sense5	sense6	sense7
bark-n	The <bark> is pale grey and smooth at first but quickly develops deep mostly vertical long fissures and becomes very craggy.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Their larvae burrow beneath the <bark> of ash trees, cutting off the flow of nutrients, and so the tree quickly dies.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Gas pours out from a laughing clown's face and a fire extinguisher concealed in the bins, and the guards reel back, while Frank <barks> out orders.	a1.s2	a2.s9	a3.s3	a4.s7	a5.s3	a6.sx	a7.s3
bark-n	This extensive University of Wisconsin-Milwaukee article offers a full portrait of the life of the hickory tussock moth, which apparently will spend the winter in a silk cocoon under tree <bark> or on the ground, then eventually works its way gradually next year to moth-hood.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	I look at the trees around me, and the cows will strip the leaves from low-hanging branches and also rub the <bark> off the trunk by rubbing against them.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	<Bark> at the moon this Halloween and recreate a horror movie scene.	a1.s2	a2.s5	a3.s3	a4.s4	a5.s2	a6.sx	a7.s3
bark-n	Red-brown and fibrous <bark> with deep furrows and irregular ridges.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	"After making hundreds of hours of recordings inside hundreds of trees, I made a large sound composition that represented the incredible diversity of sounds made by a couple of species of <bark> beetles and their changing responses to the life cycle of tree hosts that they invade," said Dunn.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s3	a7.s1
bark-n	Long strips of <bark>, like long hangnails, hung from their tall pallid trunks.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Peel off the <bark> (use a hatchet).	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	They look like small bumps on a twig, pierce the tree's <bark> and begin sucking sap.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	[male daemon] - You have more bite than <bark>, in fact, you don't even have a bark...	a1.s2	a2.s10	a3.s3	a4.s2	a5.sx	a6.s4	a7.s3
bark-n	If the rivers are frozen and no fish are to be had, they will eat poultry, or even lambs; and if these are not to be found, they can get on quite well for a long time on the <bark> of trees or on young branches.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	By the time I tried to undo what I had done, like let her cry in the car or <bark> at the mailman, it was too late to fix it.	a1.s2	a2.s8	a3.s3	a4.s6	a5.s2	a6.sx	a7.s3
bark-n	Cambium–A thin-walled formative tissue between the <bark> and wood.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	It is usually found near standing water amongst lush vegetation, in reed litter or hibernating under <bark>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Photo: Ed Bark By ED <BARK> Losing on NBC's Sunday Night Football -- before bigger than usual D-FW crowds -- has become a tradition for the Dallas Cowboys.	a1.s3	a2.s6	a3.s4	a4.sx	a5.s4	a6.s5	a7.s5
bark-n	At upper left, a sample of a stem that includes material from the pith to the <bark>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	These buildings were constructed of hewn logs, and, in the absence of boards, tightly covered and roofed with cedar <bark>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	"Present for you," the squaw will say, laying beside [Pg 223] your purchase a tiny canoe, a basket of birch <bark>, or some other trifle, and when money is offered in return she says, "No, no, no–for love of kindness to me."	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Grey squirrels also damage native trees through <bark> stripping.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The <bark> is light brown tinged with red, and divided into irregular, flat ridges and fissures.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	If your dog <barks> at squirrels, birds, passersby, and pretty much anything, the answer is to call your dog inside.	a1.s2	a2.s5	a3.s3	a4.s3	a5.s2	a6.sx	a7.s3
bark-n	The thick, outer layer of <bark> on a tree trunk is composed of suberized cork cells which contain a waxy, waterproof coating called suberin.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Thus, for example, the extraction of tannin from the <bark> of mangrove species is an important cause of the over-exploitation of these formations in certain tropical countries.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The oak's <bark> has kept and carried through the centuries the story of this village, built in 1750.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The energy it displayed was astonishing as it brought the great logs crashing through the woods over the hillocks and through the hollows, scraping off the <bark> and smearing them all over with mud.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s4
bark-n	Use a well drain potting media such as medium fir <bark> with perlite, tree fern fibers, or sphagnum moss.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Multiple erect trunks with gray <bark>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Wood beneath affected <bark> near the rootstock develops reddish-brown to black streaks.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The <bark> is silvery gray in color and becomes rough with age.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The gum exuded from the cut <bark> (babul gum) is used as a substitute for true gum arabic as an astringent and styptic.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Go outside if you're able, breathe the air there are trees for hugging don't be embarrassed it's your friend, it's your mother, it's your new crush lay your cheek against the <bark>, it's a living thing to touch	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.sx	a7.s1
bark-n	But its all show – a <bark> without a bite – as the White House and the Department of Justice steadfastly refuse to recognize subpoenas or allow the key players to testify under oath.	a1.s2	a2.s5	a3.s3	a4.s2	a5.sx	a6.s4	a7.s3
bark-n	Margery and Dorothy could no longer control their feelings, and each rose in her seat, raising her body so as to bring her head above the gunwale of the canoe, if a <bark> canoe can be said to have a gunwale at all.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s2
bark-n	Dark green leaves and cherry-like, reddish-brown <bark> with horizontal lenticels.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Dogs and foxes make sophisticated sounds for communication (a <bark> is not just a bark) that are different from their feral ancestors' and have lots to do with winning our love, attention, and (in my dog's case) ability to provide food.	a1.s1	a2.s1	a3.s1	a4.sx	a5.sx	a6.sx	a7.s3
bark-n	HELP FOR EDEMA and inflammatory conditions in any body structure - PYCNOGENOL Pycnogenol is a anti-oxydative extract from the French marine pine tree <bark>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Uses : The <bark> is astringent, sweet, acrid, cooling, aphrodisiac, cardiotonic, urinary astringent, expectorant, alexiteric and is useful in fractures, ulcers, cirrhosis of the lever, hyperhidrosis, otalgia and hypertension	a1.s1	a2.s1	a3.s3	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Add a 6-inch layer of organic mulch like shredded <bark> to the soil surrounding your pink calla lilies without pressing the bark directly against plant stems.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Saphera pulled on her binds, but they wouldn't budge, yet she gripped a tree branch with her hands, digging her claws into the <bark>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The larvae (caterpillar stage) feed on the newly formed wood under <bark> (sapwood) and water in the tree before emerging as adults.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	It has dark grey to grey-brown coloured <bark> that can be smooth or flaky.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	I try to do this before my Aussies growl/snap/bite/<bark> at the other dog because I don't want any new behavioral patterns to emerge during dog-dog encounters.	a1.s2	a2.s7	a3.s2	a4.s5	a5.s2	a6.sx	a7.s3
bark-n	Somewhat similar to these are the tan cakes made from spent tanners' <bark>, which are used to some extent in eastern France and in Germany.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s2	a7.s1
bark-n	Bark in new growth is reddish, mottled with cream colors, while older growth <bark> is a gray-brown.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Black walnuts (Juglans spp.) make handsome shade trees with their spreading canopies, dark gray to black <bark> and fragrant, green foliage that turns golden shades in autumn.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	A strong[9] fibre is obtained from the tree by peeling off the <bark> and soaking it in water for a month, after which the inner fibres can be easily separated.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Gray to reddish-brown <bark> with hard, scaly ridges characterize the trunks of larger trees.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	I have been on the lookout for it in Bexley for the last couple of years, including looking at Crossness and Thames Road Wetland in winter for the scars on tree and shrub branches arising from its unusual habit of laying its eggs under the <bark> of woody plants overhanging water.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The female leaves her web and finds a suitable place - usually a crevice in <bark> or under a windowsill - to attach the egg cocoon which she makes from her silk as she lays the eggs.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	When passing from one tree to another on wing, they also fly in a straight line, until within a few yards of the spot on which they intend to alight, when they suddenly raise themselves a few feet, and fasten themselves to the <bark> of the trunk by their claws and tail.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Symptoms include; leaf loss, branches dying, epicormic growth and larval galleries under the <bark>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	These dogwoods are often grown for the colorful <bark> on their young twigs.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	There's always someone in the house, and neighbors all around, and Sable unlike previous Huskies <barks> at strangers, but the last minute preparations get frantic.	a1.s2	a2.s5	a3.s3	a4.s3	a5.s2	a6.sx	a7.s3
bark-n	I usually pop my Pedro's tool under the bead and shear it off the rim like carving <bark> off a stick.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The species uses its mottled colour to camouflage against <bark> or rock, and if threatened can drop its large fleshy tail as a decoy.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The goats seem keen on stripping all the <bark> off their logs and the chickens and ducks are eagerly scratching through the wood chip, looking for insects, worms and other treats.	a1.s1	a2.s1	a3.s1	a4.s8	a5.s1	a6.s1	a7.s1
bark-n	They pupate under <bark> or soil and are in flight by the Summer Solstice.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	This is another classic case of the news providing us with a story with far more <bark> than bite.	a1.s2	a2.s5	a3.s3	a4.s2	a5.sx	a6.s4	a7.s3
bark-n	Oh, and during the summer bats often roost under the loose <bark> of dead/dying trees, so if you're taking one down, try observing it for a few nights beforehand.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	There's bite behind his <bark>.	a1.s1	a2.s4	a3.s1	a4.s1	a5.sx	a6.s1	a7.s3
bark-n	I say, amused.\n\nRichard <barks> out a laugh.	a1.s2	a2.s5	a3.s3	a4.s2	a5.s3	a6.sx	a7.s3
bark-n	The main use of these claws though is not to hurt predators or for combat, but rather are used to shred <bark> from the trunks of trees.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Cinnamon is the <bark> of the Cinnamomum Zelanicum tree.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The advent of the hafted fine-stone chisel or adze greatly improved efficiency in the hollowing of logs, the shaping of spear-throwers, the construction of shields and the removal of <bark> for canoes, housing or artistic products, including all forms of carving.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s2
bark-n	It looks like a cockeyed tree with its <bark> gnawed off by a plague of locusts.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	They tunnel under the <bark> as well as deeper into the trunk and base of branches.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Habitat and ecology This species is most commonly found beneath the loose <bark> of dead and dying trees though it may be found in a range of other habitats.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	This tree has attractive fissured gray <bark> and it a bird favorite for the acorns it produces.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	To do this, the monkey uses their lengthened lower incisors to chew through the <bark> of a tree and obtain the sap; this classifies it as a gummivore.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s3
bark-n	Chaines1991, If there is green tissue under the <bark> then there is still hope.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The toxic compound in Ailanthus is ailanthone, which also can be extracted from root bark and stem <bark>.	a1.sx	a2.sx	a3.sx	a4.sx	a5.sx	a6.sx	a7.s3
bark-n	Larvae hatched from eggs deposited on the bark of ash trees would be creating meandering tunnels beneath the <bark> as they feed on nutrient rich inner bark and phloem.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Larvae feed on insects under <bark> and pupate there.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	A tree without <bark> is chili without meat.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	I'll hypnotize everyone, get that raise, and then make them all <bark> like dogs!!!	a1.s2	a2.s5	a3.s3	a4.s5	a5.s2	a6.sx	a7.s3
bark-n	Adult bark beetles bore through the <bark> of conifers, making a tunnel between the bark and wood, in which to lay eggs.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The bark and root <bark> are anthelmintic, astringent and detergent[218, 240].	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Scotty is still enjoying the fist up his ass when the Doctor leaves the room and <barks> out the command to get the creature ready for his next treatment.	a1.s2	a2.s9	a3.s3	a4.s7	a5.s3	a6.sx	a7.s3
bark-n	The surface would be a very dark, mostly dead place where only those herbivores that can burrow through <bark> can find any food.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Centipedes and woodlice can burrow under the <bark>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Living tissue beneath the <bark> of a tree.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	They can actually hear a larva under the <bark>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	A methanol extract of the stem <bark> has shown in-vivo anti-inflammatory properties[299 ].	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Episode 2: <Bark> at the Moon Originally aired 3/12/2002	a1.s2	a2.s5	a3.s3	a4.s3	a5.s2	a6.sx	a7.s3
bark-n	Conifers infested with southern pine beetles will have small pitch tubes or rusty red "popcorns' of resin as the tree tries to push out the beetles' attempts to bore into the <bark>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	This technique prevents tearing of the trunk's <bark> if a large branch falls unexpectedly during the removal process.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Our medium beauty bark is our most popular landscape <bark> for most landscaping needs.	a1.s1	a2.s1	a3.sx	a4.sx	a5.sx	a6.sx	a7.s3
bark-n	Many species become immobile after inserting long feeding stylets (tubes) under the <bark> of a twig or branch.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Since the first officially noted use of quinine to fight malaria occurred in a community of Jesuit missionaries in Lima, Peru in 1630, historians have surmised that Indian tribes taught the missionaries how to extract the chemical quinine from cinchona <bark>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	I've heard herbalists make the claim that herbs that contain salicylic acid (meadowsweet and willow <bark>) are superior to aspirin because they also contain tannins and cox-2 inhibitors which heal and prevent stomach ulceration.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Hands as rough as the <bark> of an oak tree cradled hands as soft as the belly of a newborn puppy.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	These squirrels are omnivores, they eat acorns, hickory nuts, seeds, berries, mushrooms, flower blossoms, tree <bark> and sometimes insects, bird eggs and mice.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Two logs, a birch log with <bark>, and a Scots pine log without bark were scanned, resulting in 450 cross sectional "images" of the pine log and 300 of the birch log.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	By ED <BARK> @unclebarkycom on Twitter It's 1989 on NBC's Today show, and Mandy Patinkin has put his decidedly lilting voice in play for a piano-accompanied medley of "White Christmas" and "Jingle Bells."	a1.s3	a2.s6	a3.s4	a4.sx	a5.s4	a6.s5	a7.s5
bark-n	Cutting into the wood beneath the <bark> revealed dark vertical stains and produced a fruity smell.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Peel off the upper <bark>, then cut the remaining bark into small pieces.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Some minor injuries occur: sore arms from throwing too hard, calloused fingers from disc edges, and busted <bark> on trees in the middle of the fairway.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The <bark> is mildly astringent[460 ].	a1.s1	a2.s1	a3.s2	a4.s1	a5.s1	a6.sx	a7.s1
bark-n	After the pupal stage is completed, the adult EAB emerges in the spring, boring through the <bark> to leave the tree.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
